ppm_3.010025,ppm_3.022125,ppm_3.035875,ppm_3.051,ppm_3.069425,ppm_3.086475,ppm_3.09775,ppm_3.109025,ppm_3.1203,ppm_3.132675,ppm_3.1423,ppm_3.15165,ppm_3.162925,ppm_3.175025,ppm_3.1874,ppm_3.2039,ppm_3.22425,ppm_3.238,ppm_3.2501,ppm_3.26715,ppm_3.283375,ppm_3.29355,ppm_3.302075,ppm_3.314175,ppm_3.33095,ppm_3.343875,ppm_3.353775,ppm_3.369725,ppm_3.3865,ppm_3.394475,ppm_3.407675,ppm_3.4195,ppm_3.431325,ppm_3.442325,ppm_3.45745,ppm_3.469275,ppm_3.490725,ppm_3.51025,ppm_3.52125,ppm_3.5295,ppm_3.53775,ppm_3.54655,ppm_3.5559,ppm_3.5658,ppm_3.574875,ppm_3.5812,ppm_3.5878,ppm_3.597975,ppm_3.606225,ppm_3.616675,ppm_3.633725,ppm_3.6494,ppm_3.666175,ppm_3.6791,ppm_3.69065,ppm_3.706325,ppm_3.7198,ppm_3.729425,ppm_3.73905,ppm_3.7484,ppm_3.7572,ppm_3.777825,ppm_3.787175,ppm_3.79515,sex,pgm,id
0.545094698313649,0.0861436866725905,1.46051719043381,1.10143376348605,0.380350967175742,0.107305434105045,0.152184485742952,0.0900816657132803,0.271538823987589,0.0873513771053689,0.0999739336557389,0.341272052742189,0.345860276381572,0.170494112761185,0.292253201280204,0.900036869989937,0.34643377315392,0.183420073355681,1.01854430981105,1.79336826976508,1.10153377435236,0.11679266648617,0.272405787047218,0.180643678947924,0.495057506459319,0.00955544801128191,0.123989520269211,0.302960797924319,0.0146531812092151,0.0714728557871961,0.54124875847745,0.931554638713707,1.20073317724778,0.963900542017376,0.152989512936368,0.233592574144671,0.131669953561755,0.398805862165959,0.112392488095198,0.188220823768213,0.0671845879940853,0.533560763598866,0.168750143979922,0.245098713817323,0.0652518375838011,0.0569060627100307,0.0578641168336856,0.0355679483297373,0.243761536907932,0.100320490632956,0.389897384676893,0.411527037970956,0.307512842911749,0.385046303051841,0.190013072662123,0.0911295151624015,0.461726145064292,0.355994223099942,0.137265411903543,0.295650301816347,0.55466177698645,0.152313908026444,0.0811533120190921,0.075514617266357,1,1,X8185_5.months_fed_HF
0.51621081584165,0.0649147320141394,1.28319424611572,1.10076292938975,0.4246915613203,0.102563270187884,0.198835427196934,0.159260391374018,0.294881006696561,0.209826424782849,0.0646153724785919,0.195580500614439,0.363657559043048,0.188416180190886,0,0.645526459672004,0.510127204990751,0.0637239506466312,0.969326420107603,1.95671378074849,0.786725205497444,0.101717563165053,0.212093777117983,0.121787625154253,0.317521803720345,0.00923342188001154,0.152068374220264,0.144964882502219,0.0216502883547161,0.123714285068207,0.366470749767101,0.838621217752302,1.14791297130768,0.923889766226286,0.0441681181184176,0.143748243402282,0.114040074597168,0.386948125861974,0.168949197142015,0.17891139774737,0.0535854998960113,0.336439631942693,0.0495534790928232,0.33087271520443,0.0562086781553265,0.0482174784486018,0.0868281940838966,0.118973656901383,0.126101246995037,0.101905640431207,0.194223139131943,0.465902755378689,0.111486672964086,0.162666054396376,0.475240496895468,0.161252112280038,0.315151458093615,0.24600324833432,0.0942778053874021,0.489565185315255,0.622648686754674,0.127262539062668,0.303742866911095,0.275692583037507,1,1,X8186_5.months_fed_HF
0.581944969704508,0.0937358928015734,1.3926170535496,1.07639149582172,0.470355977408308,0.0773231827132948,0.172624831847258,0.15150818389945,0.335877053873759,0.287281588352611,0.140865813442299,0.316059108773165,0.327925962074366,0.135564539257915,0.375109384352232,0.617885621456126,0.649649820026659,0.0744336043721298,1.04012963253634,1.89478410392013,1.10439183806959,0.141467482608248,0.228877133407623,0.165865852563542,0.330574695721776,0.00175890699132065,0.127140904395833,0.138578883787547,0.058601906064446,0.0590367383050001,0.446721014814894,0.96743437459251,1.23204253832783,0.991985296433829,0.0912539033975103,0.166214575407389,0.0486599222513167,0.321496418974986,0.134650970509508,0.185355238119007,0.0479226754623869,0.389933512123661,0.137934711772131,0.372553243361675,0.072416927747416,0.00593405975683818,0.0473461997423525,0.0638180062402747,0.111116148859064,0.187560856943231,0.347490720526389,0.450088351801137,0.171150717953574,0.160247865707101,0.466578805775313,0.609594605114464,0.688150422922145,0.732712721873767,0.729881549389717,0.119873304465037,0.460259468123433,0.144719221224475,0.104952368292188,0.113035990092554,1,1,X8187_5.months_fed_HF
0.317590502105394,0.119979981203477,0.902129633627691,0.75659091550784,0.22069835097731,0.0203532929583506,0.0629680147714089,0.0997678159630932,0.0734838212752523,0.0746782740145789,0.0368551100601618,0.146666338632632,0.139913790156452,0.0990394868668911,0.356826646320003,1.65364528960016,0.329644634760248,0.641115083342518,1.04849263714143,1.45501948784958,0.629274074518504,0.0437247841300523,0.114843210262963,0.0975288014898474,0.166259449916618,0.00276138734691773,0.0769684572382208,0.135589429501012,0.0817026066579239,0.534235269451599,1.0601416172059,0.741680266957519,0.967985025068036,0.741521476158817,0.360550993429492,0.958608194447655,0.0927640396705959,0.861087285898857,0.388949665289403,0.48523012536733,0.39796904247739,0.627688215422059,0.562919681504742,0.286424044469712,0.167488436358888,0.00412073672430972,0.103093067351458,0.0957255156018627,0.0547461352066001,0.170487524754148,0.156413724062301,0.366743268253285,0.111583958858536,0.154992772372354,0.539961549501331,0.592107486528053,0.926143031980775,0.580552166970712,0,0,0.816294759954638,0.410949679388718,0.492978765458036,0.373449827397299,1,1,X8188_5.months_fed_HF
0.609887622184848,0.142824863393936,1.21723742132891,0.983314129647048,0.288183166456269,0.0759015659462769,0.144368707227634,0.189805784902863,0.308070274016484,0.215648263443231,0.154097017038365,0.274238032841687,0.314955525062905,0.128292457353288,0.315099707803747,0.601686152534231,0.520547182318337,0.0919623308710396,0.996884420811022,1.95195581198119,1.03154514296854,0.166357200639079,0.391869872695923,0.397226293656395,0.457808530743833,0.0047344952822561,0.183311629743351,0.515386990268067,0.0629893651079174,0.0762053753068084,0.38370740280728,0.860213710550754,1.19954427097581,0.960466514190628,0.0521223819110461,0.234974302617122,0.065100536136982,0.247013585010043,0.111831969006814,0.159753712801159,0.0535949496780003,0.321370589423608,0.10320457907738,0.299853780385065,0,0.0429232976150721,0.0698778463853594,0.146646447854096,0.0684673826146393,0.391591011331253,0.380121043733185,0.516435942964271,0.190341128520558,0.49296916517708,0.419257209595307,0.646676273284041,0.660465438107948,0.677831474861132,0.743785157572719,0.25047605777114,0.523193754621148,0.32709076674851,0.188071003643574,0.167255897862254,1,1,X8194_5.months_fed_HF
0.345412834105599,0.0294767032385855,1.040046302235,0.80012398496748,0.14407085952775,0.0949758354114341,0.11521716936996,0.0724827460355236,0.201002348826432,0.000126875228409689,0.0327869696202246,0.19762197895521,0.216557153100533,0.138486926238144,0.334105487987782,1.58180651738666,0.281930718054153,0.417538317726011,0.803461539537222,1.56880943921121,0.755034886680641,0.0185539401930803,0.334863121705702,0.108274374163253,0.0990277558669259,0.00108537380563265,0.0904130615578834,0.0844083372922907,0.0664828089789108,0.339415629785232,0.953669692126608,0.528934149540319,0.904850827982864,0.564121018508054,0.34104772719412,0.760135009895744,0.184605998926803,0.748066974467478,0.232841673304634,0.291074888066993,0.302884410041015,0.425627209641821,0.403338004694975,0.456385963717788,0.0780585336944575,0.244826198475356,0.216867296888891,0.184582601179064,0.275294533818148,0.388024290317561,0.463937303456264,0.654446529204691,0.37969882450344,0.449185890762503,0.674036454797769,0.562823073425384,0.71342136303645,0.457782962830137,0.607108695331807,0.533804399168551,0.413591734419892,0.465759156345244,0.501536726355959,0.130318856232631,1,1,X8195_5.months_fed_HF
0.565663373032038,0.0723686527972842,1.33624475214719,1.11138625581899,0.507187106927085,0.0937303280320938,0.169547309841697,0.134211071530715,0.303939710713764,0.126193839874178,0.096083928377181,0.334291743926144,0.353853128028171,0.171153387601277,0.444346524968956,0.746966542860089,0.475727409434807,0.132877647254198,1.05483050539517,1.89918591945599,1.14528250223419,0.160687036430658,0.17352232856945,0.181056146071692,0.274204544850456,0.00630979880403967,0.14508164966257,0.170163479727898,0.0450870523258122,0.0588283891609668,0.49390887366338,0.963832267370562,1.23424572550904,1.00266376062755,0.134841267452763,0.159636907623028,0.163262577197523,0.42556414115546,0.155941330540728,0.250591922600763,0.0567699581679899,0.265004906222289,0.0937058533784153,0.392242462842103,0.0420653599490462,0.0249570576631721,0.0644860291201937,0,0.148753360962788,0.404305883556846,0.347563259235646,0.307632292866199,0.208770013612047,0.439009954287725,0.196170955681916,0.118270398858616,0.493726572191364,0.280442710259355,0.11651563304808,0.294157695638917,0.454462889823242,0.105505544073374,0.0645009881383261,0.130584044096675,1,1,X8196_5.months_fed_HF
0.389248461110652,0.0385324588874333,1.11582367300899,0.859966929978667,0.311020508558133,0.0263205529138337,0.100069488411822,0.0824538320277013,0.167266971756796,0.0677573346287259,0.064039837602314,0.193071389120909,0.219367799434556,0.0928918332252179,0.365283230241117,1.4132479892372,0.271930307307302,0.240487269779926,0.948419846296913,1.6795038944828,0.910123922020351,0.0717266462617556,0.396272190880721,0.0762384257876783,0.188180928529118,0.00200024586028712,0.104427635165018,0.162113280643025,0.0303898481476076,0.183447069071061,0.738183750665956,0.727865302991849,1.0771517816765,0.684150304016925,0.177852117205313,0.507367860541289,0.125967175369238,0.611467396595453,0.293462791855238,0.425740921971134,0.143265974098532,0.316353726954622,0.217693295645493,0.424202748627694,0.126451469723946,0.282526337195709,0.329248945240681,0.239480243601081,0.34820867382684,0.443205563323715,0.561661524282835,0.65481036340871,0.461007852927045,0.475033571319912,0.62447633321417,0.542351659808694,0.510141465773538,0.310174709997692,0.443124856724343,0.389043171042889,0.442811821582693,0.384485008030838,0.320660245333985,0.193770907242123,1,1,X8197_5.months_fed_HF
0.21969236791709,0.340487198839961,1.0809515916944,0.934051321265656,0.365928905580741,0.0263063565115418,0.120912603254577,0.170933723963444,0.127864777840301,0.151890109181083,0.0570297075521371,0.345159131234854,0.280618980647571,0.229085958513333,0.44346505121441,1.5811279580473,0.372548441111216,0.286623646483136,0.921866534046002,1.71206874955719,0.812022352477878,0.0807049577062478,0.32875628134331,0.220529245810776,0.47953692686081,0.0154693345357926,0.129730817746891,0.664527482272777,0.0479417256510221,0.103481587664248,0.447518739413845,0.714546699011602,1.00930339480348,0.793115749955873,0.105808428923206,0.231975554477662,0.14742479824372,0.590584414353718,0.317467297009808,0.453663207810179,0.0415986211828721,0.712791994784093,0.182188793871091,0.00840897093452693,0,0.0771852903047344,0.228487342506907,0.00181453488003347,0.230898935686239,0.500998975515175,0.208802920686088,0.475246784094635,0.0252802892757409,0.36880640186106,0.444746011297772,0.0998996021373098,0.352288678796864,0.262377563928983,0.345030704880037,0.501580732708535,0.456675972804691,0.364550173936158,0.214607498903377,0.138155065995135,1,1,X8204_5.months_fed_HF
0.352232228791228,0.217803887114683,1.14204388356085,0.969317531585638,0.391794781044582,0.0681496978508734,0.178884719512513,0.0569283176753255,0.447922766559604,0.164223794882698,0.0221774997910327,0.135073617276183,0.235369323408271,0.177044799008895,0.235190163064375,1.0648435178578,0.615110358619151,0.163099781825082,0.749582838463713,1.54198372767968,0.317965684250522,0.189800629928762,0.399950906277591,0.35931481522998,0.544370027441372,0.0205199092538318,0.195259559802404,0.423897752085234,0.0104753467345971,0.0596822276179307,0.27137421592802,0.711499718615495,0.936579302391727,0.824949009506637,0.0943758820528358,0.146253428510346,0.0562470238400686,0.288928525512103,0.209551571845373,0.202931700841216,0.0486850637043887,0.167860362901768,0.0851317865557204,0.346462201097464,0.0577056327466382,0.130412199629863,0.0722579985605947,0.279805835839743,0.177718978274004,0.276314162807282,0.361726423634006,0.501572555029192,0.330027728197983,0.550535296551028,0.603525729217162,0.417417697843123,0.390015222544115,0.404873587006653,0.350106554729694,0.399409394152103,0.572171560212274,0.204403833735899,0.222099809952108,0.159124164708995,1,1,X8205_5.months_fed_HF
